CATHERINE	KATHLEEN
CATHERINE	KATIE
CATHERINE	KAY
CATHERINE	KIT
CATHERINE	KITTIE
CATHERINE	RHYNIE
CATHERINE	RINA
CATHERINE	RINE
CATHERINE	TRINA
CATHLEEN	CATHY
CATHLEEN	KAREN
CATHLEEN	KATHARINE
CATHLEEN	KATHLEEN
CATHLEEN	KATIE
CATHLEEN	KAY
CATHLEEN	KIT
CATHLEEN	KITTIE
CATHLEEN	RHYNIE
CATHLEEN	RINA
CATHLEEN	RINE
CATHLEEN	TRINA
CECILIA	CELIA
CECILIA	CISSY
CELESTE	CELIA
CELESTE	LESSIE
CELINDA	LINDA
CELINDA	LINDY
CELINDA	LYNN
CHARITY	CHAT
CHARLES	BUCK
CHARLES	CARL
CHARLES	CHAD
CHARLES	CHARLIE
CHARLES	CHICK
CHARLES	CHUCK
CHARLOTTE	CAR
CHARLOTTE	CARLOTTA
CHARLOTTE	LETTY
CHARLOTTE	LOTTA
CHARLOTTE	LOTTIE
CHAUNCEY	CHANCE
CHESLEY	CHET
CHESTER	CHET
CHLOE	CLO
CHRISTIAN	CHRIS
CHRISTIAN	CHRISTOPHER
CHRISTIAN	KIT
CHRISTIANA	CHRIS
CHRISTIANA	CHRISTY
CHRISTIANA	CRISSY
CHRISTIANA	INA
CHRISTIANA	TINA
CHRISTIANA	XINA
CHRISTINE	CHRIS
CHRISTINE	CHRISTY
CHRISTINE	CRISSY
CHRISTINE	INA
CHRISTINE	TINA
CHRISTINE	XINA
CHRISTOPHER	CHRIS
CHRISTOPHER	CHRISTIAN
CHRISTOPHER	KESTER
CHRISTOPHER	KIT
CICELY	CILLA
CINDERELLA	ARILLA
CINDERELLA	CINDY
CINDERELLA	RELLA
CINDERELLA	RILLA
CLARA	CLAIRE
CLARA	CLARICE
CLARA	CLARISSA
CLARENCE	CLAY
CLARINDA	CLARA
CLARISSA	CISSY
CLARISSA	CLARA
CLARISSA	CLARE
CLAUDIA	CLAUD
CLEATUS	CLEAT
CLEMENTINE	CLEM
CLIFFORD	CLIFF
CLIFFORD	FORD
CLIFTON	CLIFF
COLE	COLIE
COLUMBUS	LUM
CONSTANCE	CONNIE
CORDELIA	CORDY
CORDELIA	DELIA
COREY	COCO
COREY	CORDY
COREY	REE
CORINNE	CORA
CORINNE	ORA
CORNELIA	CONNY
CORNELIA	CORNY
CORNELIA	NEELY
CORNELIA	NELLE
CORNELIA	NELLY
CORNELIUS	NEELY
CORNELIUS	NEIL
CORY	COCO
CORY	CORDY
CORY	REE
COURTNEY	CORKY
COURTNEY	COURT
COURTNEY	CURT
CRYSTAL	CHRIS
CYNTHIA	CINDY
CYNTHIA	SINA
CYRUS	CY
DAISY	MARGARET
DANIEL	DAN
DANIEL	DANK
DANIEL	DANNY
DANIELLE	DANI
DANIELLE	ELLIE
DAPHNE	DAPH
DAPHNE	DAPHIE
DAVID	DAVY
DEANNE	ANN
DEANNE	DEE
DEBORAH	DEB
DEBORAH	DEBBIE
DEBORAH	DEBBY
DEBORAH	DEBI
DEIDRE	DEEDEE
DELBERT	BERT
DELBERT	DEL
DELIA	CORDELIA
DELIA	FIDELIA
DELILAH	DELL
DELILAH	DELLA
DELILAH	LIL
DELILAH	LILA
DELL	ADELA
DELL	ADELAIDE
DELL	DELILAH
DELLA	ADELA
DELLA	ADELAIDE
DELLA	DELILAH
DELORES	DEE
DELORES	DODIE
DELORES	LOLA
DELPHA	PHILADELPHIA
DELPHINE	DEL
DELPHINE	DELF
DELPHINE	DELPHI
DEMARIS	DEA
DEMARIS	MARIS
DEMARIS	MARY
DEMERIAS	DEA
DEMERIAS	MARIS
DEMERIAS	MARY
DEMOCRATES	MOCK
DENISE	DENNIS
DEUTERONOMY	DUTY
DIANA	DI
DIANA	DICEY
DIANA	DIDI
DIANE	DI
DIANE	DICEY
DIANE	DIDI
DICKSON	DICK
DOMINIC	DOM
DOMINIC	NICK
DOMINIC	NICKY
DORINDA	DORA
DORINDA	DOROTHEA
DORIS	DORA
DOROTHEA	DODA
DOROTHEA	DORA
DOROTHY	DEE
DOROTHY	DOLLY
DOROTHY	DOROTHEA
DOROTHY	DOT
DOROTHY	DOTHA
DOROTHY	DOTTY
DOUGLAS	DOUG
DRUSILLA	SILLA
DUNCAN	DUNK
EARNEST	ERNIE
EBENEZER	EB
EBENEZER	EBEN
EDITH	DICEY
EDITH	EDIE
EDMUND	ED
EDMUND	NED
EDMUND	TED
EDNA	EDNY
EDWARD	ED
EDWARD	NED
EDWARD	TED
EDWINA	EDWIN
EGBERT	BERT
EGBERT	BURT
EIGHTA	ATHY
EILEEN	HELEN
ELAINE	HELEN
ELAINE	LAINIE
ELBERT	ALBERT
ELBERTSON	BERT
ELBERTSON	ELBERT
ELEANOR	ELAINE
ELEANOR	ELLA
ELEANOR	ELLEN
ELEANOR	HELEN
ELEANOR	LANNA
ELEANOR	LEONORA
ELEANOR	NELL
ELEANOR	NELLIE
ELEANOR	NORA
ELENA	HELEN
ELIAS	ELI
ELIJAH	ELI
ELIJAH	LIGE
ELIPHALEL	LIFE
ELISA	LISA
ELISHA	ELI
ELISHA	ELLIS
ELISHA	LISH
ELIZA	ELIZABETH
ELIZABETH	BESS
ELIZABETH	BESSIE
ELIZABETH	BETH
ELIZABETH	BETHIA
ELIZABETH	BETSY
ELIZABETH	BETTE
ELIZABETH	BETTEY
ELIZABETH	DICEY
ELIZABETH	ELIS
ELIZABETH	ELSIE
ELIZABETH	IBBY
ELIZABETH	LIBBY
ELIZABETH	LIZ
ELIZABETH	LIZA
ELIZABETH	LIZABETH
ELIZABETH	LIZZIE
ELIZABETH	TESS
ELLA	ELEANOR
ELLA	GABRIELLA
ELLA	HELEN
ELLA	LUELLA
ELLEN	HELEN
ELLEN	NELL
ELLEN	NELLIE
ELLENDER	ELLEN
ELLENDER	HELEN
ELLENDER	NELLIE
ELLIE	ELEANOR
ELLIE	GABRIELLA
ELLIE	HELEN
ELLIE	LUELLA
ELMINIE	MINNIE
ELMIRA	MIRA
ELNORA	NORA
ELOISE	HELOISE
ELOISE	LOUISE
ELSIE	ALICE
ELSIE	ELIZABETH
ELVIRA	ELVIE
ELWOOD	ELLS
ELWOOD	ELLY
ELYSIA	LISA
EMANUEL	MANNY
EMANUEL	MANUEL
EMELINE	EMILY
EMELINE	EMMER
EMELINE	EMMY
EMELINE	LINA
EMELINE	MILLIE
EMIL	EMILY
EMILY	EMMA
EMILY	EMMIE
EMILY	ERMA
EPHRAIM	EPH
ERASMUS	RASMUS
ERASMUS	RAZE
ERIC	RICK
ERIC	RICKY
ERNEST	ERNIE
ERNESTINE	ERNA
ERNESTINE	TEENY
ERNESTINE	TINA
ERWIN	IRWIN
ESENETH	SENIE
ESTELLA	ESSY
ESTELLA	STELLA
ESTHER	ESSIE
ESTHER	HESTER
EUDICY	DICEY
EUDORA	DORA
EUDORIS	DOSIE
EUDORIS	DOSSIE
EUGENE	EUY
EUGENE	GENE
EUGENE	GENIE
EUGENE	JENNY
EUNICE	NICIE
EUPHEMIA	EFFIE
EUPHEMIA	EFFY
EURYDICE	DICEY
EUSTACIA	STACIA
EUSTACIA	STACY
EVANGELINE	EV
EVANGELINE	EVAN
EVANGELINE	VANGIE
EVELINA	EV
EVELINA	EVE
EVELYN	EV
EVELYN	EVE
EXPERIENCE	EXIE
EZEKIEL	EZ
EZEKIEL	ZEKE
FAITH	FAY
FELICIA	FEL
FELICIA	FELI
FELICITY	FLICK
FELICITY	TICK
FERDINAND	FERDIE
FERDINAND	FRED
FERDINANDO	FERDIE
FERDINANDO	FRED
FIDELIA	DELIA
FLORENCE	FLO
FLORENCE	FLORA
FLORENCE	FLORRIE
FLORENCE	FLOSS
FLORENCE	FLOSSIE
FLOYD	LLOYD
FRANCES	FAN
FRANCES	FANNY
FRANCES	FRAN (IE)
FRANCES	FRANCE
FRANCES	FRANKIE
FRANCES	FRANZ
FRANCES	SIS
FRANCIS	FRANK
FRANKLIN	FRANK
FREDERICA	FREDERICK
FREDERICK	DERICK
FREDERICK	FRED
FREDERICK	FREDDIE
FREDERICK	FREDRIC
FREDERICK	FRISH
FREDERICK	FRITZ
FREDERICK	RICK
GABRIEL	GABBY
GABRIEL	GABE
GABRIELLE	ELLA
GABRIELLE	GABBIE
GENEVIEVE	GENCY
GENEVIEVE	JENNY
GENEVIEVE	JINSEY
GEOFFREY	JEFF
GEOFFREY	JEFFREY
GEORGE	JORGE
GEORGIA	GEORGIANA
GERALD	GERRY
GERALD	JERRY
GERALDINE	DEANNIE
GERALDINE	DINA
GERALDINE	GERRI
GERALDINE	GERRIE
GERALDINE	JERRY
GERHARDT	GAY
GERTRUDE	GATTY
GERTRUDE	GERTIE
GERTRUDE	TRUDY
GILBERT	BERT
GILBERT	BERTIE
GILBERT	GIB
GILBERT	GIL
GILBERT	WILBER
GLORIA	GLORY
GOVERNOR	GOVIE
GREENBERRY	BERRY
GREENBERRY	GREEN
GREGORY	GREG
GRETCHEN	MARGARET
GRISELDA	GRISSEL
GUSTAVUS	GUS
GWENDOLYN	GENNY
GWENDOLYN	GWEN
GWENDOLYN	WENDY
HAMILTON	HAM
HANNAH	ANNA
HANNAH	HATTIE
HANNAH	NAN
HANNAH	NANNY
HANNAH	SUSANNAH
HAROLD	HAL
HAROLD	HARRY
HARRIET	HATTIE
HARRIET	HATTY
HARRY	HAROLD
HARRY	HENRY
HASELTINE	HASSIE
HEATHER	HETTY
HELEN	AILEEN
HELENA	AILEEN
HELENA	EILEEN
HELENA	ELAINE
HELENA	ELEANOR
HELENA	ELLEN
HELENA	LENA
HELENA	NELL
HELENA	NELLIE
HELOISE	ELOISE
HELOISE	LOIS
HENRIETTA	ETTA
HENRIETTA	HANK
HENRIETTA	HETTY
HENRIETTA	NETTIE
HENRIETTA	RETTA
HENRY	HAL
HENRY	HANK
HENRY	HARRY
HENRY	HEN
HENRY	HENCE
HEPSABAH	HEPSY
HEPSABEL	HEPSY
HEPSABETH	HEPSY
HERBERT	BERT
HERBERT	HERB
HERMAN	HARMAN
HESTER	ESTHER
HESTER	HESSY
HESTER	HETTY
HEZEKIAH	HEZ
HEZEKIAH	KI
HEZEKIAH	KY
HONORA	HONEY
HONORA	NORA
HONORA	NORAH
HONORA	NORRY
HORACE	HARRY
HORACE	HORATIO
HORTENSE	HARTY
HORTENSE	TENSEY
HOSEA	HOSEY
HOSEA	HOSIE
HOWARD	HAL
HOWARD	HOWIE
HUBERT	BERT
HUBERT	HUGH/HUGO
IAN	JOHN
IGNATIUS	IGGY
IGNATZIO	IGGY
IGNATZIO	NACE
IGNATZIO	NAZ
IMMANUEL	EMMANUEL
IMMANUEL	MANUEL
INDIA	INDIE
INDIA	INDY
INEZ	AGNES
IONA	ONNIE
IRENE	RENA
IRENE	RENNIE
IRVIN	IRVING
IRWIN	ERWIN
ISAAC	IKE
ISAAC	ZEKE
ISABELLA	BELLA
ISABELLA	BELLE
ISABELLA	CYBILLA
ISABELLA	ELIZABETH
ISABELLA	IB
ISABELLA	ISSY
ISABELLA	NIB
ISABELLA	SABE
ISABELLA	SABRA
ISABELLA	SIBELLA
ISABELLA	TIBBIE
ISABELLE	BELLA
ISABELLE	BELLE
ISABELLE	CYBILLA
ISABELLE	ELIZABETH
ISABELLE	IB
ISABELLE	ISSY
ISABELLE	NIB
ISABELLE	SABE
ISABELLE	SABRA
ISABELLE	SIBELLA
ISABELLE	TIBBIE
ISADORA	DORA
ISADORA	ISSY
ISAIAH	ZADIE
ISAIAH	ZAY
ISIDORE	IZZY
IVA	IVY
IVAN	JOHN
JACKSON	JACK
JACOB	JAKE
JACQUELINE	JACKIE
JAMES	JAMIE
JAMES	JIM
JANE	JANET
JANE	JANIE
JANE	JENNY
JANE	JESSIE
JANE	JINSEY
JANE	JOAN
JANE	JOANNA
JANE	VIRGINIA
JANNETT	NETTIE
JASPER	CASPER
JASPER	JAP
JAYME	JAY
JEAN	JENNIE
JEAN	JOANNA
JEANETTE	JEANNE
JEANETTE	NETTIE
JEDEDIAH	DIAH
JEDEDIAH	DYER
JEDEDIAH	JED
JEFFREY	GEOFFREY
JEFFREY	JEFF
JEHU	GEE
JEHU	HUGH
JEMIMA	JEMMA
JEMIMA	MIMA(I)
JENNET	JENNY
JENNET	JESSIE
JENNIFER	JAN
JENNIFER	JENNY
JEREMIAH	JEREMY
JEREMIAH	JERRY
JERITA	RITA
JESSICA	JESS
JESSICA	JESSE
JESSICA	JESSIE
JESSICA	SICA
JESSIE	JANE
JESSIE	JANET
JESSIE	JESS
JESSIE	JESSICA
JINCY	JANE
JINSY	JANE
JOANNA	JANE
JOANNA	JEAN
JOANNA	JOAN
JOANNA	JODY
JOANNA	JOHANNA
JOHANNES	JOHN
JOHANNES	JOHNNY
JOHANNES	JONATHAN
JOHN	HANS
JOHN	IAN
JOHN	IVAN
JOHN	JACK
JOHN	JAYHUGH
JOHN	JEAN
JOHN	JEHU
JOHN	JOCK
JONATHAN	JOHN
JONATHAN	JON
JONATHAN	NAT
JONATHAN	NATHAN
JOSEPH	JOE
JOSEPH	JOEY
JOSEPHA	PHENY
JOSEPHINE	FINA
JOSEPHINE	JO
JOSEPHINE	JOEY
JOSEPHINE	JOSEY
JOSEPHINE	JOSIE
JOSEPHINE	PHENY
JOSETTA	JETTIE
JOSHUA	JOSH
JOYCE	JOY
JUANITA	NITA
JUDAH	JUDE
JUDAH	JUDER
JUDITH	JUDA
JUDITH	JUDE
JUDITH	JUDI
JUDITH	JUDIE
JUDITH	JUDY
JULIA	JILL
JULIA	JULE
JULIA	JULIE
JULIA	JULIET
JULIA	JULIUS
JUSTIN	JUSTUS
KARONHAPPUCK	CARRIE
KARONHAPPUCK	HAPPY
KARONHAPPUCK	KAREN
KARONHAPPUCK	KARON
KATARINA	CATHERINE
KATARINA	TINA
KATHERINE	KAT
KATHERINE	KATE
KATHERINE	KITSEY
KATHERINE	KITTY
KAYLA	KAY-KAY
KENDRA	KAY
KENDRA	KENJ
KENDRA	KENJI
KENDRA	KENNY
KEZIAH	KEZZIE
KEZIAH	KEZZY
KEZIAH	KID
KEZIAH	KIZZY
KRISTEL	KRIS
KRISTINE	KISSY
KRISTINE	KRIS
KRISTINE	KRISSY
KRISTOPHER	CHRIS
KRISTOPHER	CHRISTOPHER
LAFAYETTE	FATE
LAFAYETTE	FAYETTE
LAFAYETTE	LEFFIE
LAFAYETTE	LEFFY
LAFAYETTE	LEFT
LAODICIA	CENIA
LAODICIA	DICY
LAUREN	LAURIE
LAUREN	REN
LAURINDA	LAURA
LAURYN	LAURIE
LAVEDA	VEDA
LAVERNE	VERNA
LAVINIA	VINA
LAVINIA	VINEY
LAVINIA	VINY
LAVINIA	VONNIE
LAVINIA	WYNCHA
LAVONIA	VINA
LAVONIA	VINEY
LAVONIA	VONNIE
LAVONIA	WYNCHA
LAVONNE	VON
LAWRENCE	LARRY
LAWRENCE	LARS
LAWRENCE	LAURENCE
LAWRENCE	LAWRIE
LAWRENCE	LON
LAWRENCE	LORRY
LEANNE	ANNIE
LEANNE	LEA
LECURGUS	CURG
LEMUEL	LEM
LEONARD	LEO
LEONARD	LEON
LEONIDAS	LEE
LEONIDAS	LEON
LEONORA	ELENOR
LEONORA	HONOR
LEONORA	NORA
LEONORE	ELENOR
LEROY	LEE
LEROY	ROY
LESLIE	LES
LESLIE	LESTER
LETITIA	LETTICE
LETITIA	LETTIE
LETITIA	TISH
LETITIA	TITIA
LEVICY	VICY
LEVONE	VON
LILLIAN	LIL
LILLIAN	LILA
LILLIAN	LILLY
LILLIAN	LOLLY
LILLIAN	ODIE
LINCOLN	LINK
LIONEL	LEON
LITTLEBERRY	BERRY
LITTLEBERRY	L.B.
LITTLEBERRY	LITTLE
LOIS	HELOISE
LOIS	LOUISE
LORETTA	ETTA
LORETTA	LAURA
LORETTA	LORRIE
LORETTA	RETTA
LORINDA	LAURA
LORRAINE	LORRIE
LOTTA	CHARLOTTA
LOTTA	CHARLOTTE
LOTTY	CHARLOTTA
LOTTY	CHARLOTTE
LOUIS	LEWIS
LOUIS	LOU
LOUIS	LOUIE
LOUISE	ELIZA
LOUISE	ELOISE
LOUISE	ISSIE
LOUISE	LOIS
LOUISE	LOU
LOUISE	LULU
LOUVENIA	VINA
LOUVENIA	VINY
LOUVINIA	VINA
LOUVINIA	VINEY
LOUVINIA	VONNIE
LOUVINIA	WYNCHA
LUCIA	LUCY
LUCIAS	LUCAS
LUCIAS	LUKE
LUCILLE	CEALL
LUCILLE	CILLE
LUCILLE	LUCY
LUCINA	SINAH
LUCINDA	CINDY
LUCINDA	LUCY
LUCRETIA	CREASEY
LUELLA	ELLA
LUNETTA	NETTIE
LURANA	LURA
MABEL	AMABEL
MABEL	MEHITABEL
MACKENZIE	KENZY
MACKENZIE	MAC
MACKENZIE	MACK
MADELINE	LENA
MADELINE	MADDIE
MADELINE	MADGE
MADELINE	MAGGIE
MADELINE	MAUD
MADELINE	MIDDY
MADISON	MADDY
MADISON	MATTIE
MAGDALENA	LENA
MAGDALENA	MAGGIE
MAHALA	HALEY
MAHALA	HULDAH
MALACHI	MALLY
MALCOLM	MAC
MALCOLM	MAL
MALCOLM	MALC
MALINDA	LINDY
MALISSA	ELIZABETH
MALISSA	MISSA
MANERVA	EVE
MANERVA	MINERVA
MANERVA	NERVA
MANERVA	NERVIE
MANOAH	NOAH
MANOLA	NONNIE
MANUEL	EMANUEL
MANUEL	MANNY
MARCUS	MARK
MARGARET	DAISY
MARGARET	GRETA
MARGARET	MADGE
MARGARET	MAGGIE
MARGARET	MAISIE
MARGARET	MARGE
MARGARET	MARGO
MARGARET	MEG
MARGARET	MEGAN
MARGARET	METTA
MARGARET	MIDGE
MARGARET	PEGGIE
MARGARITA	DAISY
MARGARITA	GRETA
MARGARITA	MADGE
MARGARITA	MAGGIE
MARGARITA	MAISIE
MARGARITA	MARGE
MARGARITA	MARGO
MARGARITA	MEG
MARGARITA	MEGAN
MARGARITA	METTA
MARGARITA	MIDGE
MARGARITA	PEGGIE
MARGARITA	RITA
MARGUERITE	PEGGY
MARIAH	MARIA
MARIAH	MARY
MARIAN	MARIANNA
MARIE	MAE
MARILYN	MARY
MARISSA	RISSA
MARJORIE	MADGE
MARJORIE	MARGE
MARJORIE	MARGIE
MARSHA	MARCIE
MARSHA	MARY
MARTHA	MARNIE
MARTHA	MART
MARTHA	MARTY
MARTHA	MAT
MARTHA	MATTIE
MARTHA	PATSY
MARTHA	PATTY
MARTINE	TINE
MARVIN	MARV
MARVIN	MERV
MARVIN	MERVYN
MARY	AMERICA
MARY	DEMARIS
MARY	MAE
MARY	MAMIE
MARY	MARIA
MARY	MARIAH
MARY	MARIE
MARY	MARIETTA
MARY	MARION
MARY	MAURA
MARY	MAUREEN
MARY	MAY
MARY	MERCY
MARY	MINNIE
MARY	MITZI
MARY	MOIRA
MARY	MOLLIE
MARY	MOLLY
MARY	POLLY
MATHILDA	PATTY
MATHILDA	TILLIE
MATILDA	MAT
MATILDA	MATTY
MATILDA	MAUD
MATILDA	TILDA
MATILDA	TILLIE
MATTHEW	MATT
MATTHEW	MATTHIAS
MAUREEN	MARY
MAURICE	MAURY
MAURICE	MORRIS
MAURICE	MOSSIE
MAVERY	MAVE
MAVINE	MAVE
